id_produto,loja,data,quantidade_estoque
19,Loja 1,2024-12-15,197
44,Loja 2,2024-12-20,64
33,Loja 5,2024-12-05,41
51,Loja 6,2024-11-07,45
19,Loja 2,2024-11-16,220
15,Loja 3,2024-10-10,445
12,Loja 4,2024-10-24,149
53,Loja 6,2024-10-04,243
27,Loja 6,2024-10-27,348
21,Loja 5,2024-11-10,142
25,Loja 1,2024-11-17,271
52,Loja 3,2024-12-26,198
5,Loja 1,2024-09-16,135
41,Loja 2,2024-09-16,812
21,Loja 6,2024-09-15,412
9,Loja 3,2024-11-14,140
23,Loja 6,2024-10-16,470
41,Loja 6,2024-09-16,285
22,Loja 6,2024-09-28,80
10,Loja 1,2024-11-04,97
55,Loja 2,2024-12-31,282
16,Loja 4,2024-09-18,384
37,Loja 2,2024-12-27,76
17,Loja 6,2024-11-10,108
9,Loja 1,2024-09-29,77
21,Loja 2,2024-11-17,568
20,Loja 4,2024-09-21,229
54,Loja 3,2024-11-24,193
52,Loja 2,2024-11-26,311
48,Loja 4,2024-09-07,82
35,Loja 5,2024-12-05,79
37,Loja 4,2024-11-22,421
22,Loja 1,2024-12-15,22
52,Loja 5,2024-12-29,490
46,Loja 1,2024-09-08,383
8,Loja 4,2024-09-27,224
22,Loja 4,2024-12-17,129
20,Loja 2,2024-12-17,2327
30,Loja 6,2024-12-11,83
24,Loja 1,2024-12-23,191
16,Loja 5,2024-10-07,145
29,Loja 3,2024-12-29,62
38,Loja 2,2024-12-29,205
26,Loja 4,2024-12-01,189
57,Loja 3,2024-11-10,249
20,Loja 2,2024-11-13,816
14,Loja 4,2024-09-11,122
31,Loja 1,2024-12-09,201
3,Loja 1,2024-09-01,453
10,Loja 2,2024-10-28,160
35,Loja 5,2024-11-01,182
56,Loja 1,2024-12-09,147
60,Loja 6,2024-11-30,187
10,Loja 1,2024-09-15,138
42,Loja 4,2024-12-21,35
13,Loja 3,2024-11-24,421
20,Loja 1,2024-09-01,464
4,Loja 3,2024-11-07,213
42,Loja 3,2024-11-20,126
2,Loja 3,2024-10-03,315
59,Loja 4,2024-10-29,608
32,Loja 4,2024-10-21,90
26,Loja 5,2024-10-24,220
6,Loja 2,2024-11-15,195
33,Loja 2,2024-11-07,353
40,Loja 1,2024-10-09,307
4,Loja 5,2024-10-31,143
55,Loja 1,2024-10-09,514
49,Loja 6,2024-11-20,700
43,Loja 6,2024-09-07,243
5,Loja 3,2024-12-09,73
44,Loja 1,2024-12-13,96
9,Loja 3,2024-09-19,186
35,Loja 2,2024-11-30,166
5,Loja 5,2024-12-24,199
51,Loja 3,2024-10-31,1617
31,Loja 4,2024-11-13,221
17,Loja 4,2024-10-09,326
19,Loja 3,2024-09-27,387
44,Loja 2,2024-11-06,93
59,Loja 1,2024-09-09,114
16,Loja 1,2024-11-20,93
1,Loja 5,2024-10-12,231
18,Loja 1,2024-11-22,271
28,Loja 1,2024-10-18,246
14,Loja 2,2024-09-19,154
31,Loja 3,2024-11-09,374
33,Loja 2,2024-12-25,333
29,Loja 4,2024-11-20,158
2,Loja 4,2024-10-13,84
20,Loja 1,2024-11-24,612
24,Loja 6,2024-09-27,196
40,Loja 1,2024-10-12,333
2,Loja 6,2024-10-09,295
16,Loja 4,2024-09-04,205
58,Loja 6,2024-11-08,365
5,Loja 5,2024-09-05,349
5,Loja 4,2024-10-27,298
37,Loja 1,2024-12-19,30
12,Loja 4,2024-09-18,309
22,Loja 2,2024-11-24,252
1,Loja 5,2024-11-02,133
3,Loja 1,2024-10-06,344
50,Loja 5,2024-11-01,166
30,Loja 4,2024-10-03,136
36,Loja 4,2024-12-18,218
55,Loja 5,2024-09-12,427
49,Loja 5,2024-11-18,142
20,Loja 5,2024-09-23,603
57,Loja 6,2024-09-20,190
52,Loja 3,2024-12-22,189
23,Loja 3,2024-11-17,216
44,Loja 2,2024-09-22,69
33,Loja 2,2024-11-05,373
45,Loja 5,2024-09-03,318
41,Loja 6,2024-10-29,271
54,Loja 5,2024-10-28,367
23,Loja 4,2024-12-02,448
43,Loja 4,2024-11-19,158
27,Loja 5,2024-10-16,156
33,Loja 2,2024-11-22,258
39,Loja 4,2024-11-18,176
2,Loja 4,2024-11-29,112
51,Loja 3,2024-12-10,809
16,Loja 6,2024-10-25,416
60,Loja 2,2024-09-14,98
35,Loja 5,2024-09-01,386
11,Loja 5,2024-11-29,162
59,Loja 1,2024-11-26,42
14,Loja 5,2024-12-07,565
6,Loja 6,2024-09-04,151
11,Loja 5,2024-10-28,189
6,Loja 6,2024-10-19,114
33,Loja 3,2024-09-25,306
11,Loja 4,2024-10-23,133
4,Loja 3,2024-10-08,442
40,Loja 3,2024-12-12,615
24,Loja 4,2024-09-30,274
13,Loja 5,2024-11-21,99
28,Loja 4,2024-11-17,389
20,Loja 5,2024-12-23,306
4,Loja 6,2024-09-14,254
56,Loja 6,2024-11-29,132
1,Loja 2,2024-11-13,288
18,Loja 2,2024-11-15,150
41,Loja 6,2024-09-13,326
48,Loja 1,2024-09-10,404
43,Loja 1,2024-11-29,193
17,Loja 4,2024-09-05,471
59,Loja 2,2024-12-14,1363
4,Loja 5,2024-11-18,108
48,Loja 1,2024-10-19,275
1,Loja 3,2024-12-30,13
38,Loja 2,2024-11-06,218
31,Loja 3,2024-12-16,782
60,Loja 6,2024-11-13,213
59,Loja 5,2024-11-01,485
59,Loja 5,2024-10-06,503
5,Loja 4,2024-12-06,244
21,Loja 4,2024-10-22,394
41,Loja 1,2024-09-06,386
34,Loja 5,2024-10-17,152
46,Loja 3,2024-09-22,390
10,Loja 2,2024-11-25,121
26,Loja 5,2024-09-02,362
59,Loja 6,2024-11-27,207
34,Loja 1,2024-09-08,219
40,Loja 1,2024-10-04,322
21,Loja 3,2024-11-06,78
28,Loja 5,2024-09-23,249
4,Loja 2,2024-10-31,1370
39,Loja 5,2024-09-06,277
12,Loja 1,2024-10-05,300
60,Loja 1,2024-11-26,124
30,Loja 4,2024-12-09,259
7,Loja 5,2024-09-16,311
18,Loja 2,2024-12-30,71
22,Loja 2,2024-12-16,243
16,Loja 1,2024-10-27,117
32,Loja 6,2024-10-16,306
3,Loja 6,2024-11-03,46
56,Loja 2,2024-09-08,171
23,Loja 4,2024-11-27,478
33,Loja 4,2024-12-05,674
10,Loja 4,2024-12-26,349
19,Loja 3,2024-10-03,319
41,Loja 4,2024-11-21,212
13,Loja 3,2024-11-02,383
29,Loja 1,2024-09-06,185
29,Loja 5,2024-11-14,689
4,Loja 2,2024-10-05,545
10,Loja 5,2024-10-31,101
32,Loja 2,2024-09-28,72
22,Loja 5,2024-12-21,119
32,Loja 2,2024-12-16,27
46,Loja 1,2024-11-09,168
9,Loja 2,2024-11-26,387
55,Loja 5,2024-12-07,195
47,Loja 1,2024-12-24,225
10,Loja 2,2024-12-03,115
17,Loja 1,2024-12-31,343
28,Loja 2,2024-09-20,366
8,Loja 4,2024-12-15,499
17,Loja 2,2024-10-11,859
2,Loja 3,2024-10-10,230
17,Loja 4,2024-10-21,177
38,Loja 4,2024-12-19,504
17,Loja 3,2024-10-12,691
59,Loja 4,2024-10-26,557
32,Loja 4,2024-11-19,73
8,Loja 3,2024-10-21,452
6,Loja 4,2024-11-04,84
41,Loja 1,2024-09-02,342
12,Loja 4,2024-09-16,304
4,Loja 5,2024-09-18,251
7,Loja 1,2024-10-04,106
6,Loja 5,2024-09-14,142
42,Loja 3,2024-11-06,162
9,Loja 2,2024-10-02,271
59,Loja 2,2024-12-21,1865
41,Loja 3,2024-10-05,263
34,Loja 3,2024-10-24,411
49,Loja 1,2024-11-12,397
55,Loja 5,2024-11-09,158
41,Loja 3,2024-11-03,129
7,Loja 3,2024-10-18,281
48,Loja 1,2024-12-20,230
49,Loja 1,2024-10-31,468
3,Loja 6,2024-09-15,210
6,Loja 3,2024-10-14,276
17,Loja 5,2024-10-26,344
28,Loja 6,2024-12-13,122
51,Loja 2,2024-09-14,300
59,Loja 1,2024-09-24,53
50,Loja 4,2024-12-09,97
43,Loja 4,2024-11-15,215
45,Loja 5,2024-11-17,94
44,Loja 3,2024-11-14,106
31,Loja 3,2024-11-05,391
3,Loja 3,2024-12-23,1112
33,Loja 5,2024-09-22,113
45,Loja 4,2024-12-20,61
29,Loja 5,2024-12-11,614
28,Loja 4,2024-12-03,417
5,Loja 2,2024-12-23,50
54,Loja 6,2024-10-26,463
59,Loja 1,2024-09-04,159
12,Loja 6,2024-09-17,1293
57,Loja 4,2024-10-23,253
49,Loja 5,2024-11-12,166
29,Loja 2,2024-11-13,51
42,Loja 6,2024-10-29,160
14,Loja 5,2024-11-20,454
32,Loja 2,2024-10-06,104
54,Loja 2,2024-11-29,59
45,Loja 5,2024-11-28,102
40,Loja 3,2024-12-20,801
42,Loja 5,2024-11-14,70
33,Loja 2,2024-11-25,250
22,Loja 4,2024-11-09,176
13,Loja 3,2024-11-10,376
6,Loja 6,2024-12-03,75
27,Loja 5,2024-12-08,355
2,Loja 5,2024-11-22,215
26,Loja 6,2024-10-31,524
51,Loja 1,2024-10-07,593
3,Loja 1,2024-09-30,233
25,Loja 3,2024-10-31,240
58,Loja 5,2024-11-18,329
58,Loja 1,2024-12-08,166
35,Loja 3,2024-12-13,101
23,Loja 2,2024-09-14,82
30,Loja 3,2024-12-23,843
42,Loja 4,2024-09-19,86
54,Loja 1,2024-12-27,613
14,Loja 1,2024-11-17,62
34,Loja 4,2024-12-05,443
47,Loja 3,2024-12-25,596
19,Loja 5,2024-11-11,278
50,Loja 6,2024-09-08,506
39,Loja 2,2024-09-27,100
47,Loja 2,2024-10-31,668
50,Loja 2,2024-09-06,302
25,Loja 2,2024-10-19,222
42,Loja 6,2024-09-18,106
8,Loja 6,2024-11-28,962
14,Loja 5,2024-12-25,373
26,Loja 5,2024-10-12,282
18,Loja 6,2024-09-27,186
50,Loja 6,2024-12-09,186
1,Loja 1,2024-11-30,237
58,Loja 4,2024-11-08,945
29,Loja 3,2024-09-22,187
1,Loja 6,2024-09-18,228
9,Loja 5,2024-11-22,242
36,Loja 6,2024-09-10,178
32,Loja 6,2024-12-31,161
25,Loja 5,2024-11-16,148
14,Loja 2,2024-09-18,159
18,Loja 6,2024-09-29,179
22,Loja 4,2024-09-18,323
8,Loja 2,2024-12-04,356
43,Loja 6,2024-09-04,298
20,Loja 6,2024-09-03,207
27,Loja 6,2024-09-02,203
44,Loja 6,2024-11-17,481
4,Loja 6,2024-10-17,259
39,Loja 2,2024-11-30,29
47,Loja 5,2024-11-09,401
17,Loja 4,2024-09-09,344
33,Loja 4,2024-11-08,553
50,Loja 1,2024-09-24,220
10,Loja 2,2024-10-24,227
1,Loja 6,2024-09-10,296
12,Loja 4,2024-12-23,77
44,Loja 2,2024-12-25,46
23,Loja 3,2024-11-08,297
11,Loja 6,2024-10-20,47
10,Loja 1,2024-12-25,39
4,Loja 4,2024-10-12,277
35,Loja 2,2024-12-13,108
28,Loja 3,2024-10-04,162
9,Loja 4,2024-09-10,529
37,Loja 4,2024-11-15,436
37,Loja 2,2024-10-20,214
34,Loja 4,2024-09-22,372
9,Loja 3,2024-12-05,128
21,Loja 3,2024-10-24,146
52,Loja 6,2024-10-12,949
44,Loja 2,2024-09-14,80
2,Loja 2,2024-09-04,171
12,Loja 5,2024-11-18,69
12,Loja 3,2024-09-26,174
11,Loja 3,2024-12-07,120
32,Loja 5,2024-11-28,1210
32,Loja 5,2024-10-08,875
11,Loja 3,2024-11-24,163
48,Loja 4,2024-10-17,52
22,Loja 5,2024-11-15,204
3,Loja 3,2024-12-18,844
59,Loja 4,2024-12-20,684
35,Loja 3,2024-10-29,132
23,Loja 3,2024-10-17,540
43,Loja 2,2024-11-17,141
34,Loja 2,2024-11-05,190
53,Loja 3,2024-12-21,342
18,Loja 1,2024-10-13,446
2,Loja 5,2024-12-08,375
27,Loja 1,2024-11-16,394
39,Loja 3,2024-10-29,66
46,Loja 1,2024-12-27,112
33,Loja 5,2024-11-14,46
42,Loja 4,2024-09-27,55
16,Loja 3,2024-09-09,394
50,Loja 3,2024-10-17,205
9,Loja 5,2024-10-09,177
46,Loja 5,2024-12-03,95
18,Loja 3,2024-11-07,133
15,Loja 3,2024-12-09,41
28,Loja 1,2024-10-26,223
26,Loja 5,2024-11-23,128
28,Loja 4,2024-09-17,530
33,Loja 5,2024-12-01,45
33,Loja 2,2024-12-13,271
20,Loja 6,2024-09-23,179
11,Loja 4,2024-12-07,145
26,Loja 4,2024-11-29,175
7,Loja 5,2024-09-26,334
26,Loja 5,2024-10-06,395
45,Loja 5,2024-09-04,275
60,Loja 2,2024-12-12,51
26,Loja 1,2024-09-01,421
29,Loja 4,2024-09-14,253
33,Loja 4,2024-10-15,425
51,Loja 1,2024-12-15,732
30,Loja 2,2024-12-04,1104
28,Loja 5,2024-10-15,168
42,Loja 5,2024-11-27,76
49,Loja 2,2024-09-21,146
49,Loja 1,2024-12-29,189
6,Loja 4,2024-10-02,110
35,Loja 6,2024-10-31,36
7,Loja 4,2024-11-21,102
47,Loja 1,2024-11-12,540
23,Loja 3,2024-11-04,303
14,Loja 5,2024-11-24,505
11,Loja 4,2024-10-30,129
7,Loja 4,2024-10-01,143
22,Loja 1,2024-12-28,22
49,Loja 5,2024-09-04,377
35,Loja 3,2024-11-13,171
20,Loja 6,2024-09-28,125
22,Loja 3,2024-10-29,423
54,Loja 5,2024-11-17,297
2,Loja 1,2024-11-10,867
26,Loja 4,2024-10-20,184
45,Loja 4,2024-10-31,148
14,Loja 6,2024-12-06,306
31,Loja 5,2024-09-25,61
48,Loja 6,2024-11-05,413
59,Loja 2,2024-12-30,1424
25,Loja 1,2024-10-23,178
11,Loja 3,2024-09-16,184
41,Loja 2,2024-11-16,285
52,Loja 6,2024-11-05,641
48,Loja 2,2024-12-10,33
51,Loja 3,2024-10-10,1024
38,Loja 6,2024-12-12,1393
5,Loja 1,2024-12-27,134
53,Loja 3,2024-12-20,306
29,Loja 5,2024-11-10,522
58,Loja 1,2024-10-24,96
55,Loja 6,2024-11-08,152
16,Loja 6,2024-12-12,333
48,Loja 5,2024-10-07,137
14,Loja 6,2024-11-12,398
34,Loja 2,2024-10-16,163
20,Loja 4,2024-12-08,72
14,Loja 2,2024-10-25,186
47,Loja 1,2024-12-30,169
13,Loja 5,2024-11-18,110
24,Loja 6,2024-12-19,121
15,Loja 2,2024-09-11,445
37,Loja 5,2024-09-23,472
4,Loja 5,2024-11-24,106
49,Loja 2,2024-09-18,120
5,Loja 6,2024-12-24,87
29,Loja 4,2024-12-02,86
44,Loja 2,2024-10-02,80
14,Loja 2,2024-10-26,199
5,Loja 3,2024-11-10,246
31,Loja 6,2024-09-18,83
45,Loja 5,2024-11-12,124
14,Loja 3,2024-11-03,552
1,Loja 5,2024-12-13,86
8,Loja 6,2024-09-08,434
41,Loja 4,2024-10-12,229
51,Loja 5,2024-12-26,140
21,Loja 6,2024-09-05,381
48,Loja 1,2024-12-24,202
9,Loja 4,2024-09-28,326
48,Loja 4,2024-12-16,136
1,Loja 4,2024-12-04,56
34,Loja 5,2024-10-16,138
53,Loja 2,2024-12-24,32
45,Loja 1,2024-12-10,652
29,Loja 1,2024-09-30,117
51,Loja 3,2024-10-01,775
39,Loja 5,2024-11-27,122
6,Loja 6,2024-11-15,73
13,Loja 5,2024-09-20,295
25,Loja 4,2024-10-16,250
47,Loja 5,2024-10-23,486
11,Loja 1,2024-12-18,50
27,Loja 5,2024-10-01,268
38,Loja 3,2024-09-01,313
39,Loja 5,2024-11-22,131
19,Loja 5,2024-10-25,373
58,Loja 6,2024-09-28,428
21,Loja 5,2024-09-27,398
45,Loja 1,2024-12-27,750
20,Loja 3,2024-09-07,342
9,Loja 4,2024-09-30,308
39,Loja 6,2024-09-21,57
12,Loja 5,2024-09-03,297
32,Loja 3,2024-12-12,89
46,Loja 4,2024-10-08,252
9,Loja 5,2024-10-28,181
13,Loja 5,2024-11-17,109
42,Loja 5,2024-10-01,146
33,Loja 4,2024-11-03,536
23,Loja 6,2024-12-29,97
10,Loja 3,2024-12-28,652
51,Loja 6,2024-11-15,59
52,Loja 5,2024-10-09,216
41,Loja 5,2024-10-13,215
15,Loja 4,2024-12-04,1039
26,Loja 1,2024-12-25,154
11,Loja 1,2024-10-05,62
55,Loja 5,2024-09-03,464
13,Loja 4,2024-12-04,187
12,Loja 1,2024-09-25,364
12,Loja 3,2024-12-07,82
53,Loja 3,2024-11-14,185
13,Loja 5,2024-10-25,224
30,Loja 1,2024-09-29,662
52,Loja 4,2024-12-13,309
35,Loja 5,2024-09-06,392
8,Loja 2,2024-12-24,480
19,Loja 4,2024-11-28,177
15,Loja 3,2024-10-26,320
44,Loja 6,2024-11-11,467
54,Loja 6,2024-12-20,195
18,Loja 5,2024-12-09,478
27,Loja 5,2024-09-17,258
50,Loja 5,2024-12-11,185
27,Loja 5,2024-12-18,272
51,Loja 6,2024-10-17,92
4,Loja 1,2024-11-06,156
31,Loja 2,2024-11-25,1576
54,Loja 3,2024-10-03,210
36,Loja 6,2024-12-17,65
29,Loja 1,2024-11-17,124
49,Loja 4,2024-12-28,277
30,Loja 5,2024-12-05,343
22,Loja 4,2024-12-06,124
36,Loja 4,2024-11-15,260
16,Loja 4,2024-09-14,339
54,Loja 2,2024-12-30,73
29,Loja 6,2024-09-27,325
45,Loja 4,2024-12-30,75
15,Loja 4,2024-11-06,1608
53,Loja 2,2024-09-23,184
19,Loja 3,2024-12-12,333
26,Loja 5,2024-11-11,152
27,Loja 5,2024-10-27,192
41,Loja 5,2024-10-23,172
23,Loja 1,2024-12-20,11
43,Loja 5,2024-12-12,203
7,Loja 4,2024-10-27,181
8,Loja 3,2024-12-07,224
47,Loja 2,2024-10-26,696
36,Loja 4,2024-10-31,220
1,Loja 3,2024-12-03,18
21,Loja 6,2024-09-03,401
19,Loja 3,2024-10-02,297
33,Loja 3,2024-09-09,314
33,Loja 6,2024-09-13,202
8,Loja 4,2024-11-12,364
50,Loja 2,2024-12-21,121
8,Loja 5,2024-09-18,343
26,Loja 1,2024-09-04,356
24,Loja 1,2024-11-30,310
26,Loja 2,2024-09-26,477
19,Loja 4,2024-11-23,158
40,Loja 3,2024-12-10,598
2,Loja 1,2024-10-03,370
52,Loja 5,2024-11-09,287
5,Loja 6,2024-09-24,219
38,Loja 2,2024-09-07,550
50,Loja 5,2024-12-18,223
2,Loja 3,2024-12-21,179
38,Loja 1,2024-11-16,65
54,Loja 3,2024-11-13,192
41,Loja 4,2024-12-29,224
17,Loja 3,2024-09-23,565
60,Loja 2,2024-09-10,114
58,Loja 4,2024-12-17,844
11,Loja 2,2024-11-24,285
38,Loja 2,2024-12-12,201
3,Loja 2,2024-11-25,16
56,Loja 2,2024-09-04,186
6,Loja 1,2024-11-07,66
53,Loja 1,2024-11-23,185
51,Loja 5,2024-10-07,334
10,Loja 1,2024-09-19,142
58,Loja 4,2024-11-20,1088
27,Loja 3,2024-09-04,239
23,Loja 6,2024-09-06,576
14,Loja 6,2024-12-18,215
39,Loja 6,2024-12-18,85
18,Loja 6,2024-11-01,121
14,Loja 4,2024-11-21,242
58,Loja 6,2024-12-03,322
4,Loja 3,2024-09-03,619
11,Loja 4,2024-11-25,202
54,Loja 6,2024-11-24,350
37,Loja 4,2024-11-04,239
21,Loja 3,2024-12-22,122
16,Loja 4,2024-09-10,302
55,Loja 6,2024-12-31,136
35,Loja 5,2024-12-12,75
32,Loja 1,2024-12-02,543
35,Loja 6,2024-11-24,64
14,Loja 2,2024-11-23,163
46,Loja 1,2024-10-22,260
58,Loja 3,2024-11-25,108
30,Loja 2,2024-12-03,1139
4,Loja 5,2024-11-29,130
22,Loja 3,2024-09-02,245
13,Loja 3,2024-12-25,99
16,Loja 4,2024-12-16,529
10,Loja 2,2024-10-06,349
22,Loja 5,2024-12-24,104
16,Loja 6,2024-12-04,345
9,Loja 1,2024-11-18,72
38,Loja 6,2024-09-26,566
26,Loja 3,2024-10-06,373
6,Loja 1,2024-12-09,90
28,Loja 2,2024-10-30,161
30,Loja 6,2024-12-18,131
60,Loja 1,2024-10-25,135
31,Loja 1,2024-09-21,302
4,Loja 4,2024-12-29,183
41,Loja 2,2024-11-20,255
39,Loja 4,2024-10-30,324
54,Loja 4,2024-09-23,320
56,Loja 2,2024-11-01,220
35,Loja 2,2024-10-04,123
47,Loja 3,2024-10-23,335
27,Loja 5,2024-09-08,282
51,Loja 4,2024-10-05,128
10,Loja 3,2024-09-15,448
34,Loja 1,2024-09-22,150
13,Loja 6,2024-12-19,90
45,Loja 6,2024-11-19,357
43,Loja 5,2024-11-26,145
29,Loja 2,2024-11-26,35
56,Loja 2,2024-10-13,287
9,Loja 4,2024-12-02,132
50,Loja 2,2024-09-19,192
20,Loja 4,2024-11-06,139
16,Loja 5,2024-10-30,187
5,Loja 4,2024-12-19,139
7,Loja 5,2024-12-26,148
34,Loja 2,2024-09-14,89
33,Loja 1,2024-10-21,209
2,Loja 3,2024-09-03,493
31,Loja 6,2024-10-16,81
10,Loja 2,2024-09-09,408
60,Loja 6,2024-11-07,260
37,Loja 2,2024-12-26,81
28,Loja 5,2024-11-04,169
13,Loja 1,2024-10-15,103
48,Loja 6,2024-09-03,601
41,Loja 4,2024-11-03,233
60,Loja 4,2024-10-15,483
34,Loja 1,2024-10-22,129
7,Loja 1,2024-12-05,23
32,Loja 5,2024-12-03,822
46,Loja 3,2024-11-18,298
48,Loja 1,2024-10-11,200
32,Loja 2,2024-10-14,130
59,Loja 4,2024-10-25,622
7,Loja 3,2024-09-05,372
56,Loja 4,2024-12-03,861
58,Loja 6,2024-11-23,473
55,Loja 5,2024-10-22,324
40,Loja 6,2024-12-07,22
43,Loja 6,2024-12-23,34
58,Loja 3,2024-11-14,84
49,Loja 4,2024-09-27,251
23,Loja 1,2024-09-01,422
48,Loja 2,2024-11-09,111
38,Loja 3,2024-10-24,800
1,Loja 6,2024-10-15,138
60,Loja 4,2024-11-07,430
7,Loja 1,2024-11-26,28
48,Loja 1,2024-10-25,322
58,Loja 2,2024-12-22,280
6,Loja 5,2024-12-24,14
43,Loja 5,2024-09-26,219
29,Loja 1,2024-11-30,221
31,Loja 5,2024-10-31,159
55,Loja 1,2024-09-17,393
25,Loja 5,2024-12-01,226
1,Loja 4,2024-09-22,250
2,Loja 4,2024-12-16,76
24,Loja 6,2024-10-12,146
35,Loja 5,2024-11-16,116
15,Loja 1,2024-09-21,257
20,Loja 3,2024-10-14,862
40,Loja 3,2024-09-29,641
28,Loja 1,2024-12-29,169
34,Loja 2,2024-11-02,143
24,Loja 1,2024-12-13,271
55,Loja 1,2024-12-19,1734
28,Loja 5,2024-10-06,189
26,Loja 1,2024-09-11,287
17,Loja 2,2024-10-22,1048
34,Loja 5,2024-09-14,180
26,Loja 5,2024-09-28,324
9,Loja 2,2024-09-30,257
50,Loja 6,2024-09-24,336
7,Loja 4,2024-12-18,132
16,Loja 4,2024-10-18,204
50,Loja 6,2024-09-25,366
8,Loja 3,2024-12-23,298
9,Loja 5,2024-12-14,124
52,Loja 5,2024-11-01,288
5,Loja 5,2024-10-20,200
15,Loja 6,2024-11-13,840
15,Loja 3,2024-09-14,348
4,Loja 1,2024-10-10,192
40,Loja 5,2024-10-06,294
30,Loja 3,2024-10-23,572
39,Loja 5,2024-10-04,282
25,Loja 1,2024-10-11,170
48,Loja 4,2024-11-27,99
5,Loja 3,2024-10-20,267
50,Loja 2,2024-12-31,105
30,Loja 1,2024-12-12,210
29,Loja 6,2024-12-01,261
60,Loja 5,2024-12-10,21
8,Loja 1,2024-12-09,327
14,Loja 6,2024-10-04,198
53,Loja 4,2024-10-29,46
49,Loja 2,2024-10-30,119
8,Loja 6,2024-09-04,437
14,Loja 3,2024-10-09,623
40,Loja 5,2024-10-03,314
2,Loja 5,2024-10-29,357
55,Loja 4,2024-12-24,217
41,Loja 4,2024-12-08,213
44,Loja 5,2024-11-04,356
53,Loja 4,2024-11-12,36
25,Loja 5,2024-10-22,136
24,Loja 5,2024-10-09,825
21,Loja 4,2024-12-30,229
13,Loja 3,2024-11-08,446
6,Loja 5,2024-12-14,15
35,Loja 4,2024-12-22,244
50,Loja 6,2024-12-31,227
9,Loja 5,2024-10-11,173
20,Loja 3,2024-10-18,799
39,Loja 5,2024-12-30,197
12,Loja 2,2024-11-24,58
40,Loja 3,2024-12-11,573
46,Loja 4,2024-11-26,202
40,Loja 6,2024-09-18,100
38,Loja 3,2024-09-06,376
46,Loja 5,2024-09-29,255
29,Loja 2,2024-11-20,37
28,Loja 1,2024-11-04,242
31,Loja 6,2024-10-13,93
23,Loja 3,2024-10-02,491
15,Loja 4,2024-10-19,1368
23,Loja 5,2024-12-07,405
21,Loja 4,2024-10-09,497
36,Loja 3,2024-12-02,386
36,Loja 3,2024-09-19,263
56,Loja 6,2024-10-28,112
7,Loja 1,2024-09-16,227
49,Loja 5,2024-10-09,102
57,Loja 3,2024-11-24,252
25,Loja 1,2024-12-07,116
2,Loja 2,2024-11-15,87
55,Loja 2,2024-10-24,424
5,Loja 6,2024-09-04,319
36,Loja 4,2024-09-29,150
56,Loja 2,2024-12-21,243
54,Loja 4,2024-10-30,571
30,Loja 4,2024-09-23,147
13,Loja 5,2024-09-29,245
5,Loja 6,2024-11-13,91
41,Loja 2,2024-10-05,492
27,Loja 1,2024-11-15,347
50,Loja 2,2024-10-01,183
56,Loja 1,2024-12-15,137
28,Loja 4,2024-10-05,590
52,Loja 4,2024-11-03,447
56,Loja 3,2024-11-03,77
43,Loja 1,2024-12-02,142
9,Loja 4,2024-09-16,391
36,Loja 4,2024-10-13,190
38,Loja 6,2024-12-04,1601
47,Loja 3,2024-09-06,365
49,Loja 6,2024-10-07,762
59,Loja 2,2024-09-24,547
9,Loja 5,2024-12-01,169
43,Loja 2,2024-12-09,59
20,Loja 2,2024-12-05,2150
18,Loja 1,2024-12-14,169
11,Loja 6,2024-10-02,74
50,Loja 3,2024-09-22,172
19,Loja 4,2024-09-09,276
26,Loja 3,2024-10-27,378
20,Loja 3,2024-11-17,733
52,Loja 1,2024-09-23,508
15,Loja 2,2024-12-19,112
39,Loja 4,2024-09-07,339
45,Loja 6,2024-10-25,326
41,Loja 1,2024-09-13,287
11,Loja 2,2024-10-05,360
59,Loja 5,2024-10-10,394
2,Loja 3,2024-09-08,516
42,Loja 1,2024-10-10,202
22,Loja 6,2024-11-11,52
1,Loja 6,2024-12-20,61
14,Loja 1,2024-10-08,76
44,Loja 5,2024-10-27,374
23,Loja 6,2024-10-24,554
55,Loja 6,2024-10-26,158
21,Loja 1,2024-12-17,1280
8,Loja 2,2024-12-10,473
60,Loja 5,2024-09-19,60
36,Loja 5,2024-10-23,90
42,Loja 5,2024-10-04,163
14,Loja 3,2024-09-12,425
49,Loja 1,2024-09-03,413
3,Loja 1,2024-11-09,254
1,Loja 2,2024-11-28,294
15,Loja 5,2024-12-03,467
49,Loja 3,2024-10-02,335
14,Loja 2,2024-09-01,295
36,Loja 3,2024-10-30,449
3,Loja 2,2024-09-21,74
36,Loja 5,2024-11-05,57
56,Loja 6,2024-12-19,69
15,Loja 6,2024-11-01,735
36,Loja 4,2024-12-29,313
46,Loja 1,2024-09-09,421
18,Loja 3,2024-11-27,72
32,Loja 3,2024-10-18,167
37,Loja 2,2024-12-02,73
27,Loja 6,2024-11-26,297
37,Loja 1,2024-12-14,25
33,Loja 4,2024-12-24,664
55,Loja 3,2024-10-25,117
43,Loja 4,2024-11-04,244
14,Loja 2,2024-10-14,146
8,Loja 3,2024-10-13,404
50,Loja 3,2024-10-25,114
8,Loja 4,2024-10-18,213
56,Loja 1,2024-10-09,297
22,Loja 3,2024-09-10,248
13,Loja 2,2024-12-31,39
59,Loja 3,2024-09-02,356
51,Loja 5,2024-09-16,268
45,Loja 2,2024-10-28,293
38,Loja 6,2024-11-17,1426
